PaÃ­s;CÃ³digo ISO paÃ­s;Oficina de registro;Grupo edad;Edad (aÃ±os);Ãrea Conocimiento;Sub Area Conocimiento;Nivel AcadÃ©mico;Estado civil;GÃ©nero;Etnia de la persona;Estatura (CM);LocalizaciÃ³n;Cantidad de personas;
ESTADOS UNIDOS;USA;C. NUEVA YORK;ADULTO JOVEN;24;BELLAS ARTES;DISEÃ‘O;PREGRADO - TECNOLÃ“GICO;SOLTERO;FEMENINO;NINGUNA;-1;(37.09024, -95.712891);1;
FRANCIA;FRA;C. PARIS;ADULTO JOVEN;24;NO INDICA;NO INDICA;BACHILLERATO;SOLTERO;FEMENINO;NINGUNA;168;(46.227638, 2.213749);1;
ESTADOS UNIDOS;USA;C. WASHINGTON;ADULTO JOVEN;24;ECONOMÃA, ADMINISTRACIÃ“N CONTADURIA Y AFINES;ADMINISTRACIÃ“N;NO INDICA;SOLTERO;MASCULINO;NINGUNA;-1;(37.09024, -95.712891);1;
COSTA RICA;CRI;C. SAN JOSE;ADULTO JOVEN;24;NO INDICA;NO INDICA;BACHILLERATO;SOLTERO;MASCULINO;NINGUNA;175;(9.748917, -83.753428);1;
ESTADOS UNIDOS;USA;C. MIAMI;ADULTO JOVEN;24;ECONOMÃA, ADMINISTRACIÃ“N CONTADURIA Y AFINES;ADMINISTRACIÃ“N;PREGRADO - PROFESIONAL;SOLTERO;FEMENINO;NINGUNA;-1;(37.09024, -95.712891);1;
ECUADOR;ECU;C. QUITO;ADULTO JOVEN;24;NINGUNA;NINGUNA;PRIMARIA;CASADO;MASCULINO;NINGUNA;-1;(-1.831239, -78.183406);1;
FRANCIA;FRA;C. PARIS;ADULTO JOVEN;24;CIENCIAS DE LA EDUCACIÃ“N;EDUCACIÃ“N;PREGRADO - PROFESIONAL;SOLTERO;MASCULINO;NINGUNA;-1;(46.227638, 2.213749);1;
UCRANIA;UKR;C. VARSOVIA;ADULTO JOVEN;24;CIENCIAS SOCIALES Y HUMANAS;CIENCIA POLÃTICA Y/O RELACIONES INTERNACIONALES;PREGRADO - PROFESIONAL;SOLTERO;MASCULINO;OTRO;-1;(48.379433, 31.16558);1;
CANADA;CAN;C. MONTREAL;ADULTO JOVEN;24;CIENCIAS DE LA SALUD;ODONTOLOGÃA;PREGRADO - TÃ‰CNICO PROFESIONAL;SOLTERO;FEMENINO;NINGUNA;-1;(56.130366, -106.346771);1;
CHILE;CHL;C. ANTOFAGASTA;ADULTO JOVEN;24;NINGUNA;NINGUNA;PRIMARIA;SOLTERO;MASCULINO;AFRODESCENDIENTE;-1;(-35.675147, -71.542969);1;
ESPAÃ‘A;ESP;C. BILBAO;ADULTO JOVEN;24;NINGUNA;NINGUNA;NO INDICA;CASADO;FEMENINO;OTRO;-1;(40.463667, -3.74922);1;
ESPAÃ‘A;ESP;C. MADRID;ADULTO JOVEN;24;CIENCIAS DE LA SALUD;OTRO PROGRAMA DE SALUD;POSTGRADO - DOCTORADO;SOLTERO;MASCULINO;OTRO;-1;(40.463667, -3.74922);1;
PANAMA;PAN;C. PANAMA;ADULTO JOVEN;24;NO INDICA;NO INDICA;BACHILLERATO;SOLTERO;FEMENINO;NINGUNA;160;(8.537981, -80.782127);1;
ESTADOS UNIDOS;USA;C. NEWARK;ADULTO JOVEN;24;CIENCIAS DE LA SALUD;OTRO PROGRAMA DE SALUD;PREGRADO - TECNOLÃ“GICO;CASADO;FEMENINO;NINGUNA;-1;(37.09024, -95.712891);1;
ESTADOS UNIDOS;USA;C. MIAMI;ADULTO JOVEN;24;INGENIERÃA, ARQUITECTURA Y AFINES;INGENIERÃA BIOMÃ‰DICA Y AFINES;NO INDICA;SOLTERO;FEMENINO;NINGUNA;-1;(37.09024, -95.712891);1;
ESPAÃ‘A;ESP;C. PALMA DE MALLORCA;ADULTO JOVEN;24;ECONOMÃA, ADMINISTRACIÃ“N CONTADURIA Y AFINES;ADMINISTRACIÃ“N;PREGRADO - TÃ‰CNICO PROFESIONAL;UNION_LIBRE;FEMENINO;OTRO;-1;(40.463667, -3.74922);1;
VENEZUELA;VEN;C. SAN CRISTOBAL;ADULTO JOVEN;24;BELLAS ARTES;DISEÃ‘O;PREGRADO - PROFESIONAL;SOLTERO;MASCULINO;OTRO;-1;(6.42375, -66.58973);1;
ESPAÃ‘A;ESP;C. MADRID;ADULTO JOVEN;24;INGENIERÃA, ARQUITECTURA Y AFINES;INGENIERÃA INDUSTRIAL Y AFINES;POSTGRADO - ESPECIALIZACIÃ“N;SOLTERO;FEMENINO;NINGUNA;-1;(40.463667, -3.74922);1;
ANDORRA;AND;C. BARCELONA;ADULTO JOVEN;24;NINGUNA;NINGUNA;NO INDICA;SOLTERO;MASCULINO;NINGUNA;-1;(42.546245, 1.601554);1;
ESTADOS UNIDOS;USA;C. NEWARK;ADULTO JOVEN;24;BELLAS ARTES;OTRO PROGRAMA DE BELLAS ARTES;PREGRADO - TÃ‰CNICO PROFESIONAL;UNION_LIBRE;FEMENINO;OTRO;-1;(37.09024, -95.712891);1;
ECUADOR;ECU;C. NUEVA LOJA;ADULTO JOVEN;24;NO INDICA;NO INDICA;PRIMARIA;SOLTERO;MASCULINO;NINGUNA;170;(-1.831239, -78.183406);1;
ESTADOS UNIDOS;USA;C. NEWARK;ADULTO JOVEN;24;ECONOMÃA, ADMINISTRACIÃ“N CONTADURIA Y AFINES;ECONOMÃA;PREGRADO - TÃ‰CNICO PROFESIONAL;SOLTERO;FEMENINO;OTRO;-1;(37.09024, -95.712891);1;
ESPAÃ‘A;ESP;C. VALENCIA ESP;ADULTO JOVEN;24;MATEMÃTICAS Y CIENCIAS NATURALES;FÃSICA;NO INDICA;SOLTERO;MASCULINO;NINGUNA;-1;(40.463667, -3.74922);1;
ESTADOS UNIDOS;USA;C. BOSTON;ADULTO JOVEN;24;NINGUNA;NINGUNA;PRIMARIA;SOLTERO;MASCULINO;INDÃGENA;-1;(37.09024, -95.712891);1;
ESTADOS UNIDOS;USA;C. MIAMI;ADULTO JOVEN;24;NINGUNA;NINGUNA;BACHILLERATO;CASADO;FEMENINO;OTRO;-1;(37.09024, -95.712891);1;
ECUADOR;ECU;C. QUITO;ADULTO JOVEN;24;NINGUNA;NINGUNA;NO INDICA;SOLTERO;FEMENINO;AFRODESCENDIENTE;-1;(-1.831239, -78.183406);2;
ESTADOS UNIDOS;USA;C. CHICAGO;ADULTO JOVEN;24;NO INDICA;NO INDICA;BACHILLERATO;SOLTERO;FEMENINO;OTRO;155;(37.09024, -95.712891);1;
ESTADOS UNIDOS;USA;C. SAN FRANCISCO;ADULTO JOVEN;24;CIENCIAS DE LA SALUD;ENFERMERÃA;PREGRADO - PROFESIONAL;CASADO;FEMENINO;OTRO;-1;(37.09024, -95.712891);1;
COSTA RICA;CRI;C. SAN JOSE;ADULTO JOVEN;24;NO INDICA;NO INDICA;BACHILLERATO;SOLTERO;FEMENINO;OTRO;154;(9.748917, -83.753428);2;
ESTADOS UNIDOS;USA;C. NUEVA YORK;ADULTO JOVEN;24;CIENCIAS DE LA SALUD;ODONTOLOGÃA;PREGRADO - TÃ‰CNICO PROFESIONAL;SOLTERO;FEMENINO;NINGUNA;-1;(37.09024, -95.712891);2;
ARGENTINA;ARG;C. BUENOS AIRES;ADULTO JOVEN;24;AGRONOMÃA, VETERINARIA Y AFINES;MEDICINA VETERINARIA;NO INDICA;SOLTERO;FEMENINO;OTRO;-1;(-38.416097, -63.616672);2;
ESTADOS UNIDOS;USA;C. SAN FRANCISCO;ADULTO JOVEN;24;CIENCIAS DE LA EDUCACIÃ“N;EDUCACIÃ“N;PREGRADO - TÃ‰CNICO PROFESIONAL;SOLTERO;MASCULINO;NINGUNA;-1;(37.09024, -95.712891);1;
ESTADOS UNIDOS;USA;C. NEWARK;ADULTO JOVEN;24;INGENIERÃA, ARQUITECTURA Y AFINES;INGENIERÃA INDUSTRIAL Y AFINES;NO INDICA;UNION_LIBRE;MASCULINO;NINGUNA;-1;(37.09024, -95.712891);1;
CANADA;CAN;C. MONTREAL;ADULTO JOVEN;24;BELLAS ARTES;DISEÃ‘O;NO INDICA;SOLTERO;FEMENINO;OTRO;-1;(56.130366, -106.346771);2;
ECUADOR;ECU;C. QUITO;ADULTO JOVEN;24;CIENCIAS DE LA SALUD;ODONTOLOGÃA;NO INDICA;SOLTERO;FEMENINO;NINGUNA;-1;(-1.831239, -78.183406);1;
ESPAÃ‘A;ESP;C. BILBAO;ADULTO JOVEN;24;INGENIERÃA, ARQUITECTURA Y AFINES;INGENIERÃA EN SISTEMAS, TELEMÃTICA Y AFINES;NO INDICA;SOLTERO;MASCULINO;NINGUNA;-1;(40.463667, -3.74922);1;
BRASIL;BRA;C. SAO PAULO;ADULTO JOVEN;24;CIENCIAS SOCIALES Y HUMANAS;PERIODISMO, COMUNICACIÃ“N SOCIAL Y AFINES;NO INDICA;SOLTERO;FEMENINO;NINGUNA;-1;(-14.235004, -51.92528);1;
ESTADOS UNIDOS;USA;C. HOUSTON;ADULTO JOVEN;24;CIENCIAS DE LA SALUD;ENFERMERÃA;PREGRADO - TÃ‰CNICO PROFESIONAL;SOLTERO;FEMENINO;NINGUNA;-1;(37.09024, -95.712891);2;
AUSTRALIA;AUS;C. SYDNEY;ADULTO JOVEN;24;NINGUNA;NINGUNA;BACHILLERATO;CASADO;FEMENINO;NINGUNA;-1;(-25.274398, 133.775136);1;
ECUADOR;ECU;C. QUITO;ADULTO JOVEN;24;NINGUNA;NINGUNA;PRIMARIA;SOLTERO;MASCULINO;OTRO;170;(-1.831239, -78.183406);1;
ESPAÃ‘A;ESP;C. MADRID;ADULTO JOVEN;24;NINGUNA;NINGUNA;NO INDICA;VIUDO;FEMENINO;NINGUNA;-1;(40.463667, -3.74922);1;
ALEMANIA;DEU;C. FRANKFURT;ADULTO JOVEN;24;INGENIERÃA, ARQUITECTURA Y AFINES;INGENIERÃA EN SISTEMAS, TELEMÃTICA Y AFINES;PREGRADO - PROFESIONAL;SOLTERO;MASCULINO;NINGUNA;-1;(51.165691, 10.451526);1;
COSTA RICA;CRI;C. SAN JOSE;ADULTO JOVEN;24;ECONOMÃA, ADMINISTRACIÃ“N CONTADURIA Y AFINES;ECONOMÃA;PREGRADO - TÃ‰CNICO PROFESIONAL;SOLTERO;MASCULINO;NINGUNA;-1;(9.748917, -83.753428);1;
ESTADOS UNIDOS;USA;C. HOUSTON;ADULTO JOVEN;24;AVIACIÃ“N;AVIACIÃ“N;PREGRADO - TECNOLÃ“GICO;SOLTERO;MASCULINO;NINGUNA;-1;(37.09024, -95.712891);1;
VENEZUELA;VEN;C. SAN CRISTOBAL;ADULTO JOVEN;24;NO INDICA;NO INDICA;PRIMARIA;SOLTERO;MASCULINO;NINGUNA;168;(6.42375, -66.58973);1;
PANAMA;PAN;C. PANAMA;ADULTO JOVEN;24;ECONOMÃA, ADMINISTRACIÃ“N CONTADURIA Y AFINES;ADMINISTRACIÃ“N;NO INDICA;SOLTERO;FEMENINO;AFRODESCENDIENTE;-1;(8.537981, -80.782127);1;
SUIZA;CHE;C. BERNA;ADULTO JOVEN;24;CIENCIAS DE LA SALUD;TERAPIAS;NO INDICA;SOLTERO;MASCULINO;OTRO;-1;(46.818188, 8.227512);1;
ECUADOR;ECU;C. QUITO;ADULTO JOVEN;24;NO INDICA;NO INDICA;BACHILLERATO;SOLTERO;MASCULINO;SIN ETNIA REGISTRADA;172;(-1.831239, -78.183406);1;
ESPAÃ‘A;ESP;C. MADRID;ADULTO JOVEN;24;COCINA Y CULINARIA;COCINA Y CULINARIA;PREGRADO - TÃ‰CNICO PROFESIONAL;SOLTERO;FEMENINO;OTRO;-1;(40.463667, -3.74922);1;
ARUBA;ABW;C. ARUBA;ADULTO JOVEN;24;NINGUNA;NINGUNA;NO INDICA;CASADO;FEMENINO;OTRO;-1;(12.52111, -69.968338);1;
ESPAÃ‘A;ESP;C. BARCELONA;ADULTO JOVEN;24;INGENIERÃA, ARQUITECTURA Y AFINES;OTRAS INGENIERÃAS;PREGRADO - TÃ‰CNICO PROFESIONAL;SOLTERO;MASCULINO;NINGUNA;-1;(40.463667, -3.74922);1;
REINO UNIDO;GBR;C. LONDRES;ADULTO JOVEN;24;NO INDICA;NO INDICA;PRIMARIA;SOLTERO;FEMENINO;NINGUNA;165;(55.378051, -3.435973);1;
ESTADOS UNIDOS;USA;C. ORLANDO;ADULTO JOVEN;24;INGENIERÃA, ARQUITECTURA Y AFINES;INGENIERÃA EN SISTEMAS, TELEMÃTICA Y AFINES;PREGRADO - TÃ‰CNICO PROFESIONAL;SOLTERO;MASCULINO;OTRO;-1;(37.09024, -95.712891);1;
GRECIA;GRC;C. ROMA;ADULTO JOVEN;24;NINGUNA;NINGUNA;BACHILLERATO;SOLTERO;FEMENINO;NINGUNA;-1;(39.074208, 21.824312);1;
ESPAÃ‘A;ESP;C. BARCELONA;ADULTO JOVEN;24;BELLAS ARTES;OTRO PROGRAMA DE BELLAS ARTES;NO INDICA;SOLTERO;MASCULINO;OTRO;-1;(40.463667, -3.74922);1;
ESPAÃ‘A;ESP;C. BARCELONA;ADULTO JOVEN;24;CIENCIAS DE LA SALUD;ODONTOLOGÃA;PREGRADO - TÃ‰CNICO PROFESIONAL;UNION_LIBRE;FEMENINO;NINGUNA;-1;(40.463667, -3.74922);1;
CANADA;CAN;C. MONTREAL;ADULTO JOVEN;24;CIENCIAS SOCIALES Y HUMANAS;LENGUAS MODERNAS, FILOLOGÃA, LINGÃœÃSTICA Y AFINES;NO INDICA;SOLTERO;FEMENINO;OTRO;-1;(56.130366, -106.346771);1;
ESTADOS UNIDOS;USA;C. CHICAGO;ADULTO JOVEN;24;INGENIERÃA, ARQUITECTURA Y AFINES;OTRAS INGENIERÃAS;NO INDICA;SOLTERO;FEMENINO;OTRO;-1;(37.09024, -95.712891);1;
ESTADOS UNIDOS;USA;C. LOS ANGELES;ADULTO JOVEN;24;ECONOMÃA, ADMINISTRACIÃ“N CONTADURIA Y AFINES;ADMINISTRACIÃ“N;PREGRADO - TECNOLÃ“GICO;SOLTERO;FEMENINO;NINGUNA;-1;(37.09024, -95.712891);1;
CHILE;CHL;C. SANTIAGO;ADULTO JOVEN;24;NO INDICA;NO INDICA;PREGRADO - TÃ‰CNICO PROFESIONAL;SOLTERO;FEMENINO;AFRODESCENDIENTE;160;(-35.675147, -71.542969);1;
CHILE;CHL;C. ANTOFAGASTA;ADULTO JOVEN;24;NO INDICA;NO INDICA;BACHILLERATO;SOLTERO;MASCULINO;NINGUNA;172;(-35.675147, -71.542969);1;
ESTADOS UNIDOS;USA;C. CHICAGO;ADULTO JOVEN;24;INGENIERÃA, ARQUITECTURA Y AFINES;ARQUITECTURA;PREGRADO - TECNOLÃ“GICO;SOLTERO;MASCULINO;NINGUNA;-1;(37.09024, -95.712891);1;
PERU;PER;C. IQUITOS;ADULTO JOVEN;24;ECONOMÃA, ADMINISTRACIÃ“N CONTADURIA Y AFINES;CONTADURÃA PÃšBLICA;PREGRADO - TÃ‰CNICO PROFESIONAL;SOLTERO;FEMENINO;OTRO;-1;(-9.189967, -75.015152);1;
ESTADOS UNIDOS;USA;C. NEWARK;ADULTO JOVEN;24;COCINA Y CULINARIA;COCINA Y CULINARIA;PREGRADO - TÃ‰CNICO PROFESIONAL;SOLTERO;FEMENINO;NINGUNA;-1;(37.09024, -95.712891);1;
BELGICA;BEL;C. BRUSELAS;ADULTO JOVEN;24;ECONOMÃA, ADMINISTRACIÃ“N CONTADURIA Y AFINES;ADMINISTRACIÃ“N;NO INDICA;SOLTERO;MASCULINO;NINGUNA;-1;(50.503887, 4.469936);1;
ESTADOS UNIDOS;USA;C. WASHINGTON;ADULTO JOVEN;24;INGENIERÃA, ARQUITECTURA Y AFINES;INGENIERÃA ELECTRÃ“NICA, TELECOMUNICACIONES Y AFINES;PREGRADO - TECNOLÃ“GICO;SOLTERO;MASCULINO;NINGUNA;-1;(37.09024, -95.712891);1;
VENEZUELA;VEN;C. VALENCIA VEN;ADULTO JOVEN;24;NO INDICA;NO INDICA;PRIMARIA;SOLTERO;MASCULINO;SIN ETNIA REGISTRADA;155;(6.42375, -66.58973);1;
ESPAÃ‘A;ESP;C. MADRID;ADULTO JOVEN;24;INGENIERÃA, ARQUITECTURA Y AFINES;INGENIERÃA QUÃMICA Y AFINES;PREGRADO - TECNOLÃ“GICO;SOLTERO;FEMENINO;OTRO;-1;(40.463667, -3.74922);1;
ESPAÃ‘A;ESP;C. VALENCIA ESP;ADULTO JOVEN;24;NINGUNA;NINGUNA;BACHILLERATO;UNION_LIBRE;FEMENINO;AFRODESCENDIENTE;-1;(40.463667, -3.74922);1;
ESTADOS UNIDOS;USA;C. WASHINGTON;ADULTO JOVEN;24;INGENIERÃA, ARQUITECTURA Y AFINES;INGENIERÃA INDUSTRIAL Y AFINES;PREGRADO - PROFESIONAL;SOLTERO;MASCULINO;NINGUNA;-1;(37.09024, -95.712891);1;
ESTADOS UNIDOS;USA;C. ORLANDO;ADULTO JOVEN;24;NINGUNA;NINGUNA;BACHILLERATO;SOLTERO;FEMENINO;NINGUNA;168;(37.09024, -95.712891);2;
ESTADOS UNIDOS;USA;C. WASHINGTON;ADULTO JOVEN;24;NINGUNA;NINGUNA;NO INDICA;CASADO;FEMENINO;NINGUNA;-1;(37.09024, -95.712891);1;
ALEMANIA;DEU;C. BERLIN;ADULTO JOVEN;24;INGENIERÃA, ARQUITECTURA Y AFINES;INGENIERÃA MECÃNICA Y AFINES;NO INDICA;DESCONOCIDO;MASCULINO;OTRO;-1;(51.165691, 10.451526);1;
ESTADOS UNIDOS;USA;C. NUEVA YORK;ADULTO JOVEN;24;INGENIERÃA, ARQUITECTURA Y AFINES;INGENIERÃA EN SISTEMAS, TELEMÃTICA Y AFINES;PREGRADO - PROFESIONAL;SOLTERO;FEMENINO;OTRO;-1;(37.09024, -95.712891);1;
VENEZUELA;VEN;C. VALENCIA VEN;ADULTO JOVEN;24;NO INDICA;NO INDICA;BACHILLERATO;DIVORCIADO;FEMENINO;NINGUNA;150;(6.42375, -66.58973);1;
REINO UNIDO;GBR;C. LONDRES;ADULTO JOVEN;24;NO INDICA;NO INDICA;BACHILLERATO;SOLTERO;FEMENINO;SIN ETNIA REGISTRADA;165;(55.378051, -3.435973);1;
ECUADOR;ECU;C. QUITO;ADULTO JOVEN;24;NO INDICA;NO INDICA;PRIMARIA;SOLTERO;FEMENINO;NINGUNA;150;(-1.831239, -78.183406);2;
ALEMANIA;DEU;C. BERLIN;ADULTO JOVEN;24;CIENCIAS SOCIALES Y HUMANAS;CIENCIA POLÃTICA Y/O RELACIONES INTERNACIONALES;PREGRADO - PROFESIONAL;SOLTERO;FEMENINO;NINGUNA;-1;(51.165691, 10.451526);1;
PAISES BAJOS;NLD;C. AMSTERDAM;ADULTO JOVEN;24;BELLAS ARTES;MÃšSICA;BACHILLERATO;SOLTERO;MASCULINO;NINGUNA;-1;(52.132633, 5.291266);1;
ESTADOS UNIDOS;USA;C. ATLANTA;ADULTO JOVEN;24;INGENIERÃA, ARQUITECTURA Y AFINES;INGENIERÃA EN SISTEMAS, TELEMÃTICA Y AFINES;PREGRADO - TÃ‰CNICO PROFESIONAL;SOLTERO;FEMENINO;OTRO;-1;(37.09024, -95.712891);1;
ESPAÃ‘A;ESP;C. BARCELONA;ADULTO JOVEN;24;NINGUNA;NINGUNA;BACHILLERATO;SOLTERO;FEMENINO;OTRO;164;(40.463667, -3.74922);1;
ESTADOS UNIDOS;USA;C. NUEVA YORK;ADULTO JOVEN;24;INGENIERÃA, ARQUITECTURA Y AFINES;ARQUITECTURA;PREGRADO - TECNOLÃ“GICO;SOLTERO;FEMENINO;NINGUNA;-1;(37.09024, -95.712891);1;
ESPAÃ‘A;ESP;C. BILBAO;ADULTO JOVEN;24;NINGUNA;NINGUNA;PRIMARIA;SOLTERO;MASCULINO;NINGUNA;-1;(40.463667, -3.74922);1;
VENEZUELA;VEN;C. SAN FNDO ATABAPO;ADULTO JOVEN;24;NO INDICA;NO INDICA;PRIMARIA;SOLTERO;MASCULINO;INDÃGENA;156;(6.42375, -66.58973);1;
ALEMANIA;DEU;C. FRANKFURT;ADULTO JOVEN;24;ECONOMÃA, ADMINISTRACIÃ“N CONTADURIA Y AFINES;ECONOMÃA;PREGRADO - PROFESIONAL;SOLTERO;FEMENINO;NINGUNA;-1;(51.165691, 10.451526);1;
NUEVA ZELANDA;NZL;C. AUCKLAND;ADULTO JOVEN;24;CIENCIAS DE LA SALUD;OTRO PROGRAMA DE SALUD;NO INDICA;SOLTERO;FEMENINO;OTRO;-1;(-40.900557, 174.885971);1;
PORTUGAL;PRT;C. LISBOA;ADULTO JOVEN;24;INGENIERÃA, ARQUITECTURA Y AFINES;INGENIERÃA MECÃNICA Y AFINES;PREGRADO - TECNOLÃ“GICO;SOLTERO;MASCULINO;NINGUNA;-1;(39.399872, -8.224454);1;
FEDERACION DE RUSIA;RUS;C. MOSCU;ADULTO JOVEN;24;INGENIERÃA, ARQUITECTURA Y AFINES;INGENIERÃA AMBIENTAL, SANITARIA Y AFINES;NO INDICA;SOLTERO;MASCULINO;NINGUNA;-1;(61.52401, 105.318756);1;
CHILE;CHL;C. SANTIAGO;ADULTO JOVEN;24;ECONOMÃA, ADMINISTRACIÃ“N CONTADURIA Y AFINES;ADMINISTRACIÃ“N;PREGRADO - TECNOLÃ“GICO;SOLTERO;FEMENINO;NINGUNA;-1;(-35.675147, -71.542969);1;
ESPAÃ‘A;ESP;C. SEVILLA;ADULTO JOVEN;24;CIENCIAS SOCIALES Y HUMANAS;SOCIOLOGÃA, TRABAJO SOCIAL Y AFINES;PREGRADO - TECNOLÃ“GICO;SOLTERO;FEMENINO;OTRO;-1;(40.463667, -3.74922);1;
ESTADOS UNIDOS;USA;C. NUEVA YORK;ADULTO JOVEN;24;CIENCIAS DE LA SALUD;MEDICINA;PREGRADO - PROFESIONAL;SOLTERO;MASCULINO;NINGUNA;-1;(37.09024, -95.712891);1;
PANAMA;PAN;C. PANAMA;ADULTO JOVEN;24;NINGUNA;NINGUNA;NO INDICA;CASADO;MASCULINO;OTRO;-1;(8.537981, -80.782127);2;
RUMANIA;ROU;C. VARSOVIA;ADULTO JOVEN;24;NINGUNA;NINGUNA;BACHILLERATO;SOLTERO;FEMENINO;OTRO;173;(45.943161, 24.96676);1;
ESTADOS UNIDOS;USA;C. CHICAGO;ADULTO JOVEN;24;NINGUNA;NINGUNA;NO INDICA;UNION_LIBRE;MASCULINO;NINGUNA;-1;(37.09024, -95.712891);1;
CANADA;CAN;C. MONTREAL;ADULTO JOVEN;24;INGENIERÃA, ARQUITECTURA Y AFINES;ARQUITECTURA;NO INDICA;SOLTERO;MASCULINO;OTRO;-1;(56.130366, -106.346771);1;
ESTADOS UNIDOS;USA;C. NUEVA YORK;ADULTO JOVEN;24;NINGUNA;NINGUNA;NO INDICA;UNION_LIBRE;FEMENINO;NINGUNA;-1;(37.09024, -95.712891);1;
FRANCIA;FRA;C. PARIS;ADULTO JOVEN;24;ECONOMÃA, ADMINISTRACIÃ“N CONTADURIA Y AFINES;ECONOMÃA;PREGRADO - PROFESIONAL;UNION_LIBRE;MASCULINO;NINGUNA;-1;(46.227638, 2.213749);1;
ESPAÃ‘A;ESP;C. MADRID;ADULTO JOVEN;24;CIENCIAS DE LA SALUD;TERAPIAS;NO INDICA;SOLTERO;FEMENINO;NINGUNA;-1;(40.463667, -3.74922);2;
PANAMA;PAN;C. PANAMA;ADULTO JOVEN;24;CIENCIAS DE LA SALUD;ENFERMERÃA;NO INDICA;SOLTERO;FEMENINO;OTRO;-1;(8.537981, -80.782127);1;
AUSTRALIA;AUS;C. SYDNEY;ADULTO JOVEN;24;MATEMÃTICAS Y CIENCIAS NATURALES;OTROS PROGRAMAS DE CIENCIAS NATURALES;PREGRADO - TÃ‰CNICO PROFESIONAL;SOLTERO;FEMENINO;NINGUNA;-1;(-25.274398, 133.775136);1;
AUSTRALIA;AUS;C. SYDNEY;ADULTO JOVEN;24;NINGUNA;NINGUNA;BACHILLERATO;SOLTERO;MASCULINO;NINGUNA;-1;(-25.274398, 133.775136);2;
ESPAÃ‘A;ESP;C. BILBAO;ADULTO JOVEN;24;ECONOMÃA, ADMINISTRACIÃ“N CONTADURIA Y AFINES;ADMINISTRACIÃ“N;NO INDICA;SOLTERO;MASCULINO;NINGUNA;-1;(40.463667, -3.74922);2;
ESPAÃ‘A;ESP;C. LAS PALMAS DE G.C;ADULTO JOVEN;24;NINGUNA;NINGUNA;PRIMARIA;SOLTERO;MASCULINO;NINGUNA;-1;(40.463667, -3.74922);2;
ESPAÃ‘A;ESP;C. BARCELONA;ADULTO JOVEN;24;INGENIERÃA, ARQUITECTURA Y AFINES;INGENIERÃA EN SISTEMAS, TELEMÃTICA Y AFINES;NO INDICA;SOLTERO;MASCULINO;OTRO;-1;(40.463667, -3.74922);1;
CANADA;CAN;C. CALGARY;ADULTO JOVEN;24;NO INDICA;NO INDICA;PRIMARIA;SOLTERO;MASCULINO;NINGUNA;170;(56.130366, -106.346771);1;
ESPAÃ‘A;ESP;C. SEVILLA;ADULTO JOVEN;24;NO INDICA;NO INDICA;PRIMARIA;SOLTERO;FEMENINO;NINGUNA;159;(40.463667, -3.74922);1;
VENEZUELA;VEN;C. CARACAS;ADULTO JOVEN;24;NINGUNA;NINGUNA;NO INDICA;DESCONOCIDO;MASCULINO;OTRO;-1;(6.42375, -66.58973);4;
ESTADOS UNIDOS;USA;C. MIAMI;ADULTO JOVEN;24;NINGUNA;NINGUNA;BACHILLERATO;VIUDO;MASCULINO;AFRODESCENDIENTE;-1;(37.09024, -95.712891);1;
BOLIVIA;BOL;C. LA PAZ;ADULTO JOVEN;24;NO INDICA;COCINA Y CULINARIA;NO INDICA;SOLTERO;FEMENINO;NINGUNA;-1;(-16.290154, -63.588653);1;
PANAMA;PAN;C. COLON;ADULTO JOVEN;24;NO INDICA;NO INDICA;BACHILLERATO;SOLTERO;FEMENINO;NINGUNA;154;(8.537981, -80.782127);1;
VENEZUELA;VEN;C. SAN FNDO ATABAPO;ADULTO JOVEN;24;NINGUNA;NINGUNA;NO INDICA;UNION_LIBRE;MASCULINO;INDÃGENA;-1;(6.42375, -66.58973);1;
ESPAÃ‘A;ESP;C. SEVILLA;ADULTO JOVEN;24;NINGUNA;NINGUNA;NO INDICA;SOLTERO;FEMENINO;AFRODESCENDIENTE;-1;(40.463667, -3.74922);2;
ESPAÃ‘A;ESP;C. MADRID;ADULTO JOVEN;24;CIENCIAS SOCIALES Y HUMANAS;SOCIOLOGÃA, TRABAJO SOCIAL Y AFINES;PREGRADO - PROFESIONAL;CASADO;FEMENINO;OTRO;-1;(40.463667, -3.74922);1;
ESPAÃ‘A;ESP;C. BILBAO;ADULTO JOVEN;24;NO INDICA;NO INDICA;BACHILLERATO;SOLTERO;FEMENINO;NINGUNA;150;(40.463667, -3.74922);1;
ALEMANIA;DEU;C. FRANKFURT;ADULTO JOVEN;24;CIENCIAS SOCIALES Y HUMANAS;SOCIOLOGÃA, TRABAJO SOCIAL Y AFINES;NO INDICA;SOLTERO;FEMENINO;OTRO;-1;(51.165691, 10.451526);1;
VENEZUELA;VEN;C. BARINAS;ADULTO JOVEN;24;NO INDICA;NO INDICA;BACHILLERATO;SOLTERO;MASCULINO;NINGUNA;155;(6.42375, -66.58973);1;
ESTADOS UNIDOS;USA;C. BOSTON;ADULTO JOVEN;24;NO INDICA;NO INDICA;PRIMARIA;SOLTERO;FEMENINO;OTRO;150;(37.09024, -95.712891);1;
